Time (s),Voltage (V)
333.66,-72.42
333.86,-72.7
334.06,-72.42
334.26,-72.7
334.47,-72.98
334.67,-72.42
334.87,-72.7
335.07,-72.7
335.27,-72.7
335.47,-72.98
335.67,-72.42
335.87,-72.98
336.07,-72.14
336.27,-72.7
336.48,-72.42
336.68,-72.98
336.88,-72.42
337.08,-72.14
337.28,-72.42
337.48,-72.14
337.68,-72.42
337.88,-72.42
338.08,-72.7
338.28,-72.14
338.48,-72.42
338.69,-72.42
338.89,-72.14
339.09,-71.86
339.29,-72.42
339.49,-71.86
339.69,-72.42
339.89,-72.14
340.09,-72.14
340.29,-72.14
340.5,-72.14
340.7,-72.14
340.9,-72.42
341.1,-72.14
341.3,-72.14
341.5,-71.58
341.7,-72.42
341.9,-71.86
342.1,-71.86
342.3,-71.86
342.51,-71.86
342.71,-71.86
342.91,-71.86
343.11,-71.86
343.31,-71.86
343.51,-71.86
343.71,-71.58
343.91,-71.86
344.11,-71.58
344.31,-71.86
344.52,-71.86
344.72,-71.58
344.92,-71.86
345.12,-71.86
345.32,-72.14
345.52,-71.58
345.72,-71.58
345.92,-71.58
346.12,-71.58
346.32,-71.3
346.52,-71.58
346.73,-71.58
346.93,-71.58
347.13,-71.58
347.33,-71.3
347.53,-71.86
347.73,-71.58
347.93,-71.3
348.13,-71.86
348.33,-71.58
348.54,-71.58
348.74,-71.3
348.94,-71.58
349.14,-71.3
349.34,-71.58
349.54,-71.02
349.74,-71.3
349.94,-71.58
350.14,-71.02
350.35,-71.02
350.55,-71.58
350.75,-71.3
350.95,-71.3
351.15,-71.3
351.35,-71.3
351.55,-71.3
351.75,-71.3
351.95,-71.3
352.15,-71.58
352.36,-70.75
352.56,-71.3
352.76,-71.02
352.96,-71.58
353.16,-71.3
353.36,-71.02
353.56,-71.02
353.76,-71.02
353.96,-71.02
354.16,-71.3
354.36,-71.02
354.57,-71.3
354.77,-71.02
354.97,-71.02
355.17,-71.02
355.37,-71.02
355.57,-71.3
355.77,-70.75
355.97,-71.02
356.17,-71.02
356.37,-70.47
356.58,-70.75
356.78,-71.02
356.98,-70.75
357.18,-70.75
357.38,-71.02
357.58,-71.02
357.78,-70.75
357.98,-71.02
358.18,-70.47
358.38,-71.02
358.59,-70.47
358.79,-70.47
358.99,-70.47
359.19,-70.47
359.39,-70.47
359.59,-71.02
359.79,-70.75
359.99,-70.47
360.19,-70.47
360.39,-70.47
360.6,-70.47
360.8,-70.47
361,-70.19
361.2,-70.47
361.4,-70.75
361.6,-70.47
361.8,-70.47
362,-70.47
362.2,-70.47
362.4,-70.47
362.61,-70.75
362.81,-70.47
363.01,-70.47
363.21,-70.47
363.41,-70.19
363.61,-70.47
363.81,-71.02
364.01,-70.19
364.21,-70.47
364.41,-70.19
364.61,-70.47
364.82,-70.19
365.02,-69.91
365.22,-70.19
365.42,-70.47
365.62,-70.19
365.82,-69.91
366.02,-69.91
366.22,-70.19
366.42,-70.47
366.63,-70.19
366.83,-69.91
367.03,-70.19
367.23,-70.47
367.43,-70.19
367.63,-70.19
367.83,-70.19
368.03,-70.47
368.23,-70.47
368.44,-69.91
368.64,-70.19
368.84,-70.19
369.04,-69.63
369.24,-70.19
369.44,-69.63
369.64,-69.63
369.84,-69.63
370.04,-70.19
370.24,-69.91
370.45,-69.91
370.65,-69.63
370.85,-69.91
371.05,-70.19
371.25,-69.91
371.45,-69.63
371.65,-69.91
371.85,-69.91
372.05,-69.91
372.25,-69.63
